title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
Navigating Global AI Regulation: A Multi-Jurisdictional Retrieval-Augmented Generation System,A RAG system with three technical contributions: type-specific chunking that preserve legal structure across heterogenous documents; conditional retrieval routing with entity detection and metadata for legal citations...,medium,"242 documents across 68 jurisdictions, including formal legislation like the EU AI Act and unstructured policy documents such as national AI strategies.",A multi-jurisdictional Retrieval-Augmented Generation system for global AI regulation.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
GeoSearch: Augmenting Worldwide Geolocalization with Web-Scale Reverse Image Search and Image Matching,"Integrates web-scale reverse image search into RAG pipeline, augmenting LMM prompts with database-retrieved coordinates and textual evidence from web pages. Uses a two-layer filtering mechanism with image matching and...",medium,Im2GPS3k and YFCC4k benchmarks,"GeoSearch, an open-world geolocation framework that integrates web-scale reverse image search into the RAG pipeline.",not specified,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
Faithfulness-QA: A Counterfactual Entity Substitution Dataset for Training Context-Faithful RAG Models,"Construction through counterfactual entity substitution, where answer-bearing named entities in contexts from SQuAD and TriviaQA are replaced with type-consistent alternatives from a curated bank of 76,953 entities, f...",high,"SQuAD and TriviaQA benchmarks, with a typed entity bank covering eight named entity categories.","Introduce Faithfulness-QA, a large-scale dataset of 99,094 samples constructed through counterfactual entity substitution to create controlled knowledge conflicts between context and parametric memory.",unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Evaluation, Benchmarks, and Diagnostics"
CroSearch-R1: Better Leveraging Cross-lingual Knowledge for Retrieval-Augmented Generation,"CroSearch-R1, which uses a multi-turn retrieval strategy with cross-lingual knowledge integration and a multilingual rollout mechanism to optimize reasoning transferability across languages.",medium,unknown,A search-augmented reinforcement learning framework to integrate multilingual knowledge into the GRPO process.,unknown,unknown,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
CacheFlow: Efficient LLM Serving with 3D-Parallel KV Cache Restoration,"CacheFlow, a KV cache restoration framework that introduces a unified 3D parallelism abstraction across tokens, layers, and GPUs, with a batch-aware two-pointer scheduler that jointly optimizes compute and I/O allocat...",medium,"diverse models, workloads, and hardware","Rethinking cache restoration as a multi-dimensional parallel execution problem across tokens, layers, and GPUs to exploit parallelism and avoid resource contention.",unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
XGRAG: A Graph-Native Framework for Explaining KG-based Retrieval-Augmented Generation,"XGRAG uses graph-based perturbation strategies to generate explanations for GraphRAG systems, comparing it against RAG-Ex as a baseline and evaluating its robustness across various question types, narrative structures...",medium,"NarrativeQA, FairyTaleQA, and TriviaQA",XGRAG generates causally grounded explanations for GraphRAG systems by employing graph-based perturbation strategies to quantify the contribution of individual graph components on the model answer.,unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
MEG-RAG: Quantifying Multi-modal Evidence Grounding for Evidence Selection in RAG,"MEG-RAG, a framework that trains a multimodal reranker to align retrieved evidence with the semantic anchors of the ground truth, prioritizing high-value content based on semantic grounding rather than token probabili...",medium,M$^2$RAG benchmark,"Multi-modal Evidence Grounding (MEG), a semantic-aware metric that quantifies the contribution of retrieved evidence by utilizing Semantic Certainty Anchoring, focusing on high-IDF information-bearing tokens that bett...",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Agentic clinical reasoning over longitudinal myeloma records: a retrospective evaluation against expert consensus,"An agentic reasoning system compared against single-pass retrieval-augmented generation (RAG), iterative RAG, and full-context input",medium,"Longitudinal clinical records of 811 myeloma patients (2001-2026) with 44,962 documents and 1,334,677 laboratory values, with external validation on MIMIC-IV","An agentic reasoning system can outperform single-pass RAG, iterative RAG, and full-context input in clinical reasoning about multiple myeloma","System error rate (12.2%) was comparable to expert disagreement (13.6%), but system errors had higher clinical significance (57.8% vs 18.8%). Prospective evaluation in routine care is required",yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)",Domain-Specific RAG Applications
Reducing Redundancy in Retrieval-Augmented Generation through Chunk Filtering,"Chunk filtering strategies such as semantic, topic-based, and named-entity-based methods.",medium,multiple corpora,Exploring chunk filtering strategies to reduce the indexed corpus while preserving retrieval quality.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
MEMCoder: Multi-dimensional Evolving Memory for Private-Library-Oriented Code Generation,"MEMCoder employs a Multi-dimensional Evolving Memory that captures distilled lessons from problem-solving trajectories, uses a dual-source retrieval mechanism to inject static documentation and historical guidelines d...",medium,NdonnxEval and NumbaEval benchmarks,MEMCoder enables LLMs to autonomously accumulate and evolve Usage Guidelines across task-level coordination patterns and API-level parameter constraints through a Multi-dimensional Evolving Memory.,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
Domain Fine-Tuning vs. Retrieval-Augmented Generation for Medical Multiple-Choice Question Answering: A Controlled Comparison at the 4B-Parameter Scale,Comparing four cells of a 2x2 design by varying (i) whether the model has been domain-adapted (Gemma 3 4B vs. MedGemma 4B) and (ii) whether retrieved passages from a medical knowledge corpus are inserted into the prompt.,high,"MedQA-USMLE 4-option test split (1,273 questions) and MedMCQA explanations","Isolating the trade-off between domain fine-tuning and RAG by holding model size, prompt template, decoding temperature, retrieval pipeline, and evaluation protocol fixed.",Not specified in the abstract,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
S2G-RAG: Structured Sufficiency and Gap Judging for Iterative Retrieval-Augmented QA,Iterative framework with S2G-Judge controller and sentence-level Evidence Context to reduce noise accumulation.,medium,"TriviaQA, HotpotQA, and 2WikiMultiHopQA","S2G-RAG framework with an explicit controller, S2G-Judge, that predicts if current evidence is sufficient and outputs structured gap items for missing information.",unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
The Override Gap: A Magnitude Account of Knowledge Conflict Failure in Hypernetwork-Based Instant LLM Adaptation,Selective Layer Boosting and Conflict-Aware Internalization - training-free methods that scale the adapter at top-norm layers and trigger boosting only when the base model is confident.,high,"KID-Bench, a 489-question benchmark that separates novel recall, cross-knowledge combination, and prior-graded conflicts.","The failure is a magnitude problem rather than a representational one, where the adapter margin remains constant while pretrained margin grows with training frequency.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Prism-Reranker: Beyond Relevance Scoring -- Jointly Producing Contributions and Evidence for Agentic Retrieval,"A hybrid training approach combining point-wise distillation from a commercial reranker API with supervised fine-tuning on contribution and evidence targets, using LLM-as-Judge ensemble to relabel data with consistent...",high,"BEIR QA subset, open-domain queries from commercial search APIs, LLM-synthesized variants, and keyword-style reformulations to adapt to agent-issued traffic.","Prism-Reranker, a family of reranker models that goes beyond scalar scoring by emitting both a contribution statement summarizing how the document helps the query and an evidence passage that preserves query-relevant...",not specified,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
RaV-IDP: A Reconstruction-as-Validation Framework for Faithful Intelligent Document Processing,"A pipeline that extracts entities, reconstructs them back into a comparable form, scores fidelity against the original document, and triggers a GPT-4.1 vision fallback when fidelity is below threshold.",medium,unknown,"Reconstruction as Validation (RaV-IDP), a document processing pipeline that uses reconstruction as a first-class architectural component to verify extraction fidelity against the original document.",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Identity-Decoupled Anonymization for Visual Evidence in Multi-modal Retrieval-Augmented Generation,Identity-Decoupled MRAG consisting of: (i) a disentangled variational encoder that factorizes faces into identity and attribute codes; (ii) a manifold-aware rejection sampler that replaces identity codes; and (iii) a...,medium,unknown,A framework that interposes a generative anonymization module between retrieval and generation to preserve visual attributes while removing identity information.,unknown,unknown,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
CyberCane: Neuro-Symbolic RAG for Privacy-Preserving Phishing Detection with Formal Ontology Reasoning,"CyberCane, a dual-phase pipeline that applies lightweight symbolic rules to email metadata, then escalates borderline cases to semantic classification via RAG with automated sensitive data redaction and retrieval from...",medium,DataPhish2025 (12.3k emails; mixed human/LLM) and Nazario/SpamAssassin,A neuro-symbolic framework integrating deterministic symbolic analysis with privacy-preserving retrieval-augmented generation (RAG).,unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Domain-Specific RAG Applications
ragR: Retrieval-Augmented Generation and RAG Assessment in R,"provides LLM-based scoring for four core RAGAS metrics: context precision, context recall, faithfulness, and answer relevance",medium,unknown,"ragR, an R package that unifies document ingestion, embedding and vector storage, similarity-based retrieval, grounded generation, structured question-answer logging, and RAGAS-style evaluation within a single R-nativ...",unknown,unknown,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Lightweight and Production-Ready PDF Visual Element Parsing,"A framework that uses spatial heuristics, layout analysis, and semantic similarity to accurately detect visual elements and associate captions.",medium,Popular benchmark datasets and internal product data,"A lightweight and production level PDF parsing framework that accurately detects visual elements and associates captions using a combination of spatial heuristics, layout analysis, and semantic similarity.",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),"Efficiency, Deployment, and On-Device RAG"
PrivacyAssist: A User-Centric Agent Framework for Detecting Privacy Inconsistencies in Android Apps,A multi-agent LLM-based platform using Retrieval-Augmented Generation (RAG) to provide concise explanations and real-time on-device warnings.,high,"200 users and 2,347 Android apps","PrivacyAssist, a multi-agent LLM-based platform that detects inconsistencies between user-granted permissions and developers' declared sensitive data collection and sharing practices.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
AsmRAG: LLM-Driven Malware Detection by Retrieving Functionally Similar Assembly Code,"AsmRAG framework that uses a code-specialized LLM to analyze assembly functions and convert them into semantic embeddings, constructing a searchable knowledge base. It employs a Density-Weighted Anchor Selection mecha...",medium,curated dataset of 40k binaries,Reformulating malware detection as an evidence-based retrieval task using Assembly-Level Retrieval-Augmented Generation.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
AnalogRetriever: Learning Cross-Modal Representations for Analog Circuit Retrieval,"Building a dataset through a two-stage repair pipeline, encoding schematics and descriptions with a vision-language model, encoding netlists with a port-aware relational graph convolutional network, and mapping all mo...",medium,Masala-CHAI dataset repaired through a two-stage pipeline,"Presenting AnalogRetriever, a unified tri-modal retrieval framework for analog circuit search that builds a high-quality dataset and encodes multiple modalities into a shared embedding space.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Domain-Specific RAG Applications
PhySE: A Psychological Framework for Real-Time AR-LLM Social Engineering Attacks,The framework uses Visual Language Model pre-training with social-context data for on-the-fly profile generation and a psychological LLM that dynamically applies different psychological strategies based on target resp...,high,"IRB-approved user study with 60 participants, collecting a novel dataset of 360 annotated conversations across diverse social scenarios",PhySE is a novel framework that addresses limitations in AR-LLM-SE attacks through VLM-based SocialContext Training for rapid profile generation and an Adaptive Psychological Agent that dynamically deploys psychologic...,not specified,partly,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
From Language to Logic: Bridging LLMs & Formal Representations for RTL Assertion Generation,Two-phase framework: Phase A gathers design context through EDA and formal tools including semantic search over an AST-indexed vector database and JasperGold structural queries; Phase B generates SVA and iteratively r...,medium,FVEval Design2SVA design benchmarks,"ProofLoop, a tool-augmented ReAct agent that generates SVA from natural-language specifications using a solver-in-the-loop approach.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Towards Automated Ontology Generation from Unstructured Text: A Multi-Agent LLM Approach,"A controlled experimental study comparing a single-agent LLM baseline with a multi-agent approach. The multi-agent approach uses four roles (Domain Expert, Manager, Coder, and Quality Assurer) with front-loaded planning.",high,Domain-specific insurance contracts,"A multi-agent architecture that decomposes ontology construction into four artifact-driven roles: Domain Expert, Manager, Coder, and Quality Assurer.","Poor Ontology Design Pattern compliance, structural redundancy, and ineffective iterative repair in single-agent LLM approaches",yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Knowledge Graph and Structured Knowledge RAG
R$^3$AG: Retriever Routing for Retrieval-Augmented Generation,R$^3$AG employs a contrastive learning objective that leverages complementary supervision signals (document assessments and downstream answer correctness) to capture query-specific preference shifts.,medium,unknown,"R$^3$AG, a novel routing framework that explicitly models the dynamic alignment between queries and retriever capabilities by decomposing retriever capability into two learnable dimensions: retrieval quality and gener...",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Structure Guided Retrieval-Augmented Generation for Factual Queries,"Structure Guided Retrieval-Augmented Generation (SG-RAG), which models the retrieval process as an embedding-based subgraph matching task, and uses the retrieved topological structures to guide the LLM to generate ans...",medium,"Exact Retrieval Question Answering (ERQA), a large-scale dataset comprising 120000 fact-oriented QA pairs, each involving complex conditions, spanning 20 diverse domains.",Introduce the Exact Retrieval Problem (ERP) which incorporates structural information into RAG for factual questions to satisfy all query conditions.,Not explicitly mentioned in the abstract.,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
FAVOR: Efficient Filter-Agnostic Vector ANNS Based on Selectivity-Aware Exclusion Distances,"FAAVOR introduces an integrated architecture unifying selectivity estimation and filtered ANNS execution, a HNSW-based inline-filtering algorithm with an exclusion distance mechanism to reshape vector distance distrib...",medium,real-world datasets,FAAVOR is an efficient filter-agnostic vector ANNS that supports arbitrary filtering conditions while maintaining stable performance across varying selectivity levels.,unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)",Core Retrieval and Ranking Methods
Characterizing and Mitigating False-Positive Bug Reports in the Linux Kernel,"Manual construction of a dataset of 2,006 bug reports (1,509 genuine bugs and 497 false positives) from Bugzilla and Syzkaller, followed by evaluation of various prompting strategies with LLMs, with RAG performing best.",medium,Linux kernel bug reports from Bugzilla and Syzkaller,LLMs with retrieval-augmented generation (RAG) can effectively mitigate false-positive bug reports in the Linux kernel.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Domain-Specific RAG Applications
LARAG: Link-Aware Retrieval Strategy for RAG Systems in Hyperlinked Technical Documentation,"A lightweight, link-aware retrieval strategy that encodes hyperlink relations as metadata in chunk representations and exploits them for graph-like retrieval.",medium,Rulex Platform technical documentation,"LARAG leverages the author-defined hyperlink structure in HTML documentation, encoding hyperlink relations as metadata in chunk representations to perform graph-like retrieval of locally relevant content.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
MLAIRE: Multilingual Language-Aware Information Retrieval Evaluation Protocal,"MLAIRE constructs controlled pools with parallel passages across languages and proposes language-aware metrics including Language Preference Rate (LPR) and Lang-nDCG, along with a 4-way decomposition separating semant...",medium,controlled pools with parallel passages across languages,Develop a multilingual language-aware information retrieval evaluation protocol that disentangles cross-lingual semantic retrieval from query-language preference.,unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Topic Is Not Agenda: A Citation-Community Audit of Text Embeddings,"Building an augmented citation graph over 3.58M scientific papers and partitioning it via Leiden CPM at two granularities (sub-field L1 and research-agenda L2), then testing four state-of-the-art embeddings (Gemini, Q...",medium,3.58M scientific papers from eight scientific domains,"Research papers retrieved based on embeddings often share the same sub-field but not the same research agenda, leading to 8 out of 10 retrieved papers being off-agenda.","The failure is universal across eight scientific domains and all four tested models, with SPECTER2 being the weakest despite its citation-based contrastive training.",yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
From Standard English to Singlish: A Retrieval-Augmented Approach for Code-Switched Creole Generation in Large Language Models,A retrieval-augmented generation (RAG) framework that retrieves candidate Singlish expressions and guides generation through sparse lexical substitution.,high,Human evaluation with 164 Singaporean participants.,Externalizing dialectal knowledge into a curated lexicon through a retrieval-augmented generation framework to enable controlled lexical code-switching without fine-tuning.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
From Surface Learning to Deep Understanding: A Grounded AI Tutoring System for Moodle,"a modular Moodle plugin called AI Teaching & Learning Assistant with a dual-centric design providing Socratic-based tutoring for students and a ""human-in-the-loop"" workspace for educators",medium,Moodle platform,"using Retrieval-Augmented Generation (RAG) to ground Large Language Model responses in teacher-provided materials to deliver high-quality, hallucination-free education",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Cited but Not Verified: Parsing and Evaluating Source Attribution in LLM Deep Research Agents,"A framework that evaluates citations along three dimensions: Link Works (URL accessibility), Relevant Content (topical alignment), and Fact Check (factual accuracy against source content), using rubric-based LLM-as-a-...",medium,Unknown,The first source attribution evaluation framework that uses an AST parser to extract and evaluate inline citations from LLM-generated Markdown reports by retrieving actual cited content for evaluation.,Unknown,unknown,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
LatentRAG: Latent Reasoning and Retrieval for Efficient Agentic RAG,"LatentRAG, a framework that produces latent tokens for thoughts and subqueries directly from hidden states in a single forward pass, aligns LLMs with dense retrieval models in latent space, and includes a parallel lat...",medium,seven benchmark datasets (unspecified),Shifting both reasoning and retrieval from discrete language space to continuous latent space to reduce latency while maintaining performance.,not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Event-Causal RAG: A Retrieval-Augmented Generation Framework for Long Video Reasoning in Complex Scenarios,"Event-Causal RAG framework that segments streaming videos into semantically coherent events, represents each event as a structured State-Event-State (SES) graph, stores these in a dual-store memory supporting both sem...",medium,long-video understanding benchmarks,"A lightweight retrieval-augmented framework that segments videos into semantically coherent events represented as State-Event-State (SES) graphs, merged into a global Event Knowledge Graph stored in a dual-store memor...",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
Retina-RAG: Retrieval-Augmented Vision-Language Modeling for Joint Retinal Diagnosis and Clinical Report Generation,"A framework that decouples a high-performance retinal classifier and a parameter-efficient vision-language model (Qwen2.5-VL-7B-Instruct) adapted via Low-Rank Adaptation (LoRA), with a RAG module that injects curated...",medium,retinal disease detection dataset with captions,"A low-cost modular framework (Retina-RAG) that jointly performs DR severity grading, macular edema (ME) detection, and report generation using a retrieval-augmented generation approach.",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Domain-Specific RAG Applications
LLM-Driven Design Space Exploration of FPGA-based Accelerators,"SECDA-DSE framework that combines a structured DSE Explorer with an LLM Stack using retrieval-augmented generation and chain-of-thought prompting, along with a feedback loop for reinforced fine-tuning.",high,Zynq-7000 FPGA,Integrating Large Language Models (LLMs) into the SECDA ecosystem to automate the design space exploration (DSE) of FPGA-based accelerators.,unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
LeakDojo: Decoding the Leakage Threats of RAG Systems,"A configurable framework for evaluating RAG leakage that benchmarks existing attacks across various LLMs, datasets, and RAG systems.",medium,four datasets and diverse RAG systems,"LeakDojo, a configurable framework for controlled evaluation of RAG leakage risks across different systems and models.",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
LCC-LLM: Leveraging Code-Centric Large Language Models for Malware Attribution,"A seven-layer retrieval-augmented generation pipeline with CoVe for IoC validation, multi-dimensional quality gate, and curriculum-ordered instruction data to fine-tune DeepSeek-R1-Distill-Qwen-14B and Qwen3-Coder-30B...",medium,"LCCD dataset containing approximately 34K PE samples with decompiled C code, assembly code, CFG/FCG artifacts, hexadecimal data, PE metadata, suspicious API evidence, and structural features.",LCC-LLM introduces a code-centric benchmark dataset and evidence-grounded framework for malware attribution and multi-task static malware analysis.,None explicitly mentioned.,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Retrieval from Within: An Intrinsic Capability of Attention-Based Models,"INTRA (INTrinsic Retrieval via Attention), a framework where decoder attention queries score pre-encoded evidence chunks that are directly reused as context for generation, unifying retrieval and generation.",medium,question-answering benchmarks,Attention-based encoder-decoders can retrieve directly from their own internal representations without needing an external retrieval module.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Text-Graph Synergy: A Bidirectional Verification and Completion Framework for RAG,"TGS-RAG framework with bidirectional mechanism: (i) Graph-to-Text channel using Global Voting strategy to re-rank and refine textual evidence, and (ii) Text-to-Graph channel using Memory-based Orphan Entity Bridging a...",medium,multiple multi-hop reasoning benchmarks,"TGS-RAG, a unified framework for Text-Graph Synergistic enhancement that introduces a bidirectional mechanism with Graph-to-Text channel (Global Voting strategy) and Text-to-Graph channel (Memory-based Orphan Entity B...",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Architecture Matters: Comparing RAG Systems under Knowledge Base Poisoning,"Evaluating four RAG architectures (vanilla RAG, agentic RAG, MADAM-RAG, and Recursive Language Models) under controlled single-document poisoning on Natural Questions QA pairs, comparing clean baseline, naive injectio...",medium,921 Natural Questions QA pairs,"Architecture is a high-impact variable in adversarial robustness of RAG systems, with attack success rates varying significantly across different architectures under knowledge base poisoning.","MADAM-RAG cannot resolve contradictions reliably, producing a 41.4% non-answer rate even on clean inputs - though implementation divergences from the original may contribute. The LLM judge over-identifies contradictio...",yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
The Cost of Context: Mitigating Textual Bias in Multimodal Retrieval-Augmented Generation,BAIR framework that restores visual saliency and applies position-aware penalties to textual distractors.,high,"Medical factuality, social fairness, and geospatial benchmarks.","BAIR (Bottleneck Attention Intervention for Recovery), a parameter-free, inference-time framework that addresses recorruption by restoring visual saliency and applying position-aware penalties to textual distractors.",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Text-to-CAD Retrieval: a Strong Baseline,"A unified framework that learns multi-modal CAD embeddings from both procedural sequences and geometric point clouds. A sequence encoder captures the construction logic of CAD models, while a point encoder extracts ex...",high,Text2CAD dataset,"Formally introduce text-to-CAD retrieval as a new cross-modal retrieval task, aiming to retrieve semantically relevant CAD models from large-scale databases given natural language queries.",unknown,partly,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Privacy Without Losing Place: A Paradigm for Private Retrieval in Spatial RAGs,PAS which represents location with relative anchor encoding allowing integration with modern RAG pipelines,medium,synthetic urban dataset,"Privacy Anchor Substitution (PAS), a structured mechanism for representing location with relative anchor encoding consisting of an anchor, direction bin, and distance bin",slight drop in retrieval performance,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Agentic Retrieval-Augmented Generation for Financial Document Question Answering,"FinAgent-RAG framework integrating three domain-specific innovations: (1) a Contrastive Financial Retriever trained with hard negative mining, (2) a Program-of-Thought reasoning module that generates executable Python...",medium,"FinQA, ConvFinQA, and TAT-QA benchmark datasets","FinAgent-RAG, an agentic RAG framework that orchestrates iterative retrieval-reasoning loops with self-verification, specifically engineered for the precision requirements of financial numerical reasoning.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Domain-Specific RAG Applications
"Securing the Agent: Vendor-Neutral, Multitenant Enterprise Retrieval and Tool Use","Layered isolation architecture with policy-aware ingestion, retrieval-time gating, and shared inference enforced through server-side agentic orchestration, implemented in OGX (vendor-neutral framework with OpenAI-comp...",medium,Enterprise AI deployments with multiple tenants having heterogeneous data and strict access-control requirements,"A layered isolation architecture combining policy-aware ingestion, retrieval-time gating, and shared inference, enforced through server-side agentic orchestration, which centralizes security-critical operations on the...",Not specified in abstract,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Reliability, Safety, Privacy, and Security"
How Does Chunking Affect Retrieval-Augmented Code Completion? A Controlled Empirical Study,"Controlled empirical study crossing four chunking strategies (Function, Declaration, Sliding Window, and cAST) with four retrievers, five generators, and nine parameter configurations on two benchmarks.",low,RepoEval and CrossCodeEval benchmarks,"Chunking strategy has a statistically significant effect on RAG-based code completion, with function-based chunking underperforming other strategies while Sliding Window and cAST dominate on the cost--quality Pareto f...",Not specified in the abstract,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
