title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
From Detection to Response: A Deep Learning and Retrieval-Augmented Generation Framework for Network Intrusion Mitigation,"An ensemble of three binary DNNs for classification followed by a RAG pipeline that constructs explanation-aware prompts, retrieves relevant guidance, and synthesizes mitigation reports",medium,CICIDS2018 and UNSW-NB15 datasets for network traffic classification,"A unified, end-to-end framework that bridges the gap between threat detection and actionable response through tightly coupled detection and RAG stages",not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
LAST-RAG: Literature-Anchored Stochastic Trajectory Retrieval-Augmented Generation for Knowledge-Conditioned Degradation Model Selection,Literature-Anchored Stochastic Trajectory Retrieval-Augmented Generation (LAST-RAG) with Rule-based Confidence Reasoning with Uncertain State (RCRUS) to prevent premature elimination of candidate models during hierarc...,medium,Simulation-based experiments,Use both observed HI trajectory and domain-specific context to hierarchically condition candidate degradation model space based on theoretical and mechanical evidence retrieved from a local evidence bank.,Unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Domain-Specific RAG Applications
MARQUIS: A Three-Stage Pipeline for Video Retrieval-Augmented Generation,"MARQUIS: a three-stage pipeline with (1) query expansion, fusion, and reranking, (2) calibrated structured evidence extraction, and (3) article generation from extracted evidence, optionally controlled by an RLM.",medium,MAGMaR2026 shared task,"A three-stage pipeline that addresses retrieval and generation limitations through query expansion, fusion, and reranking, calibrated structured evidence extraction, and article generation from extracted evidence.",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
Automated Root-Cause Subclassification and No-Code Fix Generation for Invalid Bug Reports,"Experimenting with vanilla LLMs, Retrieval Augmented Generation, and agentic web search to identify invalid subclasses and generate no-code fixes, evaluated against manually labeled ground truth data.",medium,"gold-standard benchmark created by the authors, manually curated for higher quality analysis",Introducing a standardized taxonomy for root-cause oriented invalid bug report subclassification and developing automated methods to identify invalid subclasses and generate no-code fixes.,Wrong Version remains the most challenging subclass with scores between 0.00 and 0.29,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
RAG-based EEG-to-Text Translation Using Deep Learning and LLMs,"A retrieval-augmented generation pipeline with an EEG encoder aligned with semantic sentence embeddings, vector retrieval stage, and LLM refinement.",medium,"Zurich Cognitive Language Processing Corpus (ZuCo) dataset, which contains single-trial EEG recordings collected during silent reading.","A retrieval-augmented generation (RAG)-based sentence-level EEG-to-text decoding pipeline that combines an EEG encoder aligned with semantic sentence embeddings, a vector retrieval stage, and a large language model (L...",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
ConflictRAG: Detecting and Resolving Knowledge Conflicts in Retrieval Augmented Generation,"A framework with three contributions: (1) a two-stage conflict detection module combining a lightweight embedding-based MLP classifier with selective LLM refinement, (2) an Entropy-TOPSIS framework for data-driven sou...",medium,three benchmarks,"ConflictRAG, a conflict-aware RAG framework that detects, classifies, and resolves knowledge conflicts prior to answer generation.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Unlocking Biological Workflows for Robust Protein-Text Question Answering: A Dual-Dimensional RAG Framework,2D-ProteinRAG framework with horizontal fine-grained attribute alignment and vertical homology-based semantic denoising,medium,biological OOD benchmarks,2D-ProteinRAG framework that empowers LLMs to operate within the BLAST biological research workflow with a dual-dimensional filtering strategy,not specified,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Domain-Specific RAG Applications
SEMA-RAG: A Self-Evolving Multi-Agent Retrieval-Augmented Generation Framework for Medical Reasoning,"SEMA-RAG, a Self-Evolving Multi-Agent RAG framework with three specialist agents: Interpreter Agent for clinical schema interpretation, Explorer Agent for sufficiency-driven self-evolving retrieval, and Arbiter Agent...",high,five benchmarks and five LLM backbones,Reconstruct the RAG workflow via task decoupling and dynamic multi-round exploration using specialist agents,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
RAGA: Reading-And-Graph-building-Agent for Autonomous Knowledge Graph Construction and Retrieval-Augmented Generation,"RAGA framework with Read-Search-Verify-Construct cognitive constraint, KG-vector synchronization mechanism for hybrid symbolic-vector retrieval, and evidence-anchored verification linking knowledge entries to source t...",medium,QASPER scientific QA dataset,"RAGA, an LLM-based autonomous KG construction and retrieval fusion framework that provides an atomic toolset supporting full KG lifecycle CRUD operations and embeds a Read-Search-Verify-Construct cognitive constraint...",not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
"Generative AI Feedback, English Writing and Teacher Rubrics: A Multiple-Case Study of CyberScholar",A multiple-case study involving the CyberScholar tool which uses RAG to integrate teacher rubrics and materials to generate formative feedback and ratings,medium,"K-12 students and teachers in grades 7-11 across five U.S. middle and high schools (n=143 students, n=5 teachers)","Using a GenAI tool that integrates teacher-provided rubrics, materials, and exemplars through Retrieval-Augmented Generation to provide criterion-specific formative feedback",Inconsistencies in the automated rating system and occasional misalignment with assignment expectations,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Privacy Policy Enforcement Guardrails for Data-Sensitive Retrieval-Augmented Generation,"T3+OCSVM detector trained on safe and borderline-safe data, comparing against traditional Gaussian Mixture baselines, supervised MLP classifiers, and 14B-parameter LLM judges.",medium,"axis-stratified, multi-LLM synthetic data pipeline across medicine, finance, and law",Privacy Policy Enforcement (PPE) framework using dual one-class density estimators with fused text embeddings and a calibrated abstain region for out-of-distribution inputs.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Navigating the Emotion Tree: Hierarchical Hyperbolic RAG for Multimodal Emotion Recognition,Hierarchical hyperbolic grounding and structured evidence injection using a Tree-Aware Attention mechanism and an EmotionGraphFormer,medium,multiple datasets,"HyperEmo-RAG, a retrieval-augmented generation framework that leverages a structured emotional knowledge base",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Towards Generalization of Block Attention via Automatic Segmentation and Block Distillation,"Construction of SemanticSeg dataset with 30k+ instances across 16 categories, training a lightweight segmenter for automatic text partitioning, and proposing block distillation framework with block sink tokens, block...",high,"SemanticSeg dataset with 30k+ instances across 16 categories including books, code, web text, and conversations with text lengths ranging from 2k to 32k.",Automatic segmentation of text into meaningful blocks and a more efficient block distillation training framework to overcome the limitations of block attention.,unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
The 99% Success Paradox: When Near-Perfect Retrieval Equals Random Selection,BoR = log2(P_obs/P_rand) where P_rand is the hypergeometric baseline for the chosen success rule (coverage: ≥1 relevant in top-K),medium,"20 Newsgroups dataset, BEIR/SciFact, MS MARCO, LLM agent tool selection",Bits-over-Random (BoR) as a chance-corrected measure of retrieval selectivity that reveals when high success rates mask random-level performance,not specified,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
KadiAssistant: A conversational AI Agent for information retrieval in Kadi4Mat,"KadiAssistant uses a retrieval-augmented generation approach with a self-hosted LLM and privacy-preserving semantic search to screen, aggregate, and structure information from research data.",medium,"Kadi research data ecosystem, specifically Kadi4Mat",Combining a self-hosted large language model with a privacy-preserving semantic search to create an AI assistant that can access files and record metadata while respecting fine-grained access permissions.,unknown,partly,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
LegalCheck: Retrieval- and Context-Augmented Generation for Drafting Municipal Legal Advice Letters,"Using a large language model (LLM) alongside curated legal knowledge bases to perform retrieval of relevant laws and precedents, and using controlled prompting to incorporate both external knowledge and case-specific...",medium,Real-world deployment within the Municipality of Amsterdam.,Automating the drafting of objection response letters through a combination of Retrieval-Augmented Generation (RAG) and Context-Augmented Generation (CAG).,Not specified in the abstract.,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
PASC: Pipeline-Aware Conformal Prediction with Joint Coverage Guarantees for Multi-Stage NLP and LLM Pipelines,Pipeline-Aware Split Conformal (PASC) which reduces multi-stage joint coverage to a single scalar conformal prediction problem on the joint maximum nonconformity score.,high,"CoNLL-2003, WNUT-17 Twitter, WikiNEuRal Wikipedia data","PASC (Pipeline-Aware Split Conformal) reduces multi-stage joint coverage to a single scalar conformal prediction problem on the joint maximum nonconformity score, providing finite-sample distribution-free guarantee th...",unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Towards FairRAG: Preventing Representational Harm in Retrieval-Augmented Generation by Enforcing Fair Exposure at Retrieval Time,Developing and evaluating exposure-aware ranking approaches (Forced-Exposure and Representative Stochastic) alongside utility-focused strategies (Standard and Stochastic) to address bias in RAG.,medium,"TREC 2022 Fair Ranking Dataset containing Wikipedia articles annotated as protected or non-protected, with four scenario-based Q&A prompts.","Retrieval ranking is a critical point for mitigating downstream bias in RAG systems, and relevance scores during retrieval are already shaped by representational bias.",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Trust or Abstain? A Self-Aware RAG Approach,"SABER, a Self-Aware Belief Estimator for RAG that combines a self-prior with PK-side and CK-side conditional reasoning representations from multi-trace inference, then estimates reliability beliefs with two lightweigh...",high,"model-specific, ground-truth-aligned knowledge-conflict benchmark with approximately 69K query-context instances per backbone, drawn from five conflict-QA datasets",Faithful RAG requires LLM self-awareness to recognize the limits of its own knowledge and reasoning,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Evaluating Factual Density in Multi-Source RAG: A Study in Medical AI Accuracy,"Using NexusAgentics Ghost Audit preprocessing pipeline with probabilistic factuality analysis to score text for factual specificity before corpus ingestion, and implementing FD*-based reranking in RAG pipelines.",high,"HealthFC benchmark (750 health claims labeled Supported, Refuted, or No Evidence by medical experts) and medical RAG architectures","Factual Density (FD*) as a novel retrieval optimization signal that measures the proportion of verified atomic claims relative to total token count, and using Z-score normalization within length bins to resolve docume...",Full statistical validation across n=50 queries remains future work due to constraints on corpus-benchmark alignment.,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
DynaTree: Dynamic Agentic Retrieval Tree for Time-Sensitive News Retrieval,"DynaTree, a two-stage framework with offline construction of a reusable retrieval tree and online subtree selection over a time-localized evaluation proxy.",medium,"multi-day Syft news benchmark, multiple BEIR datasets, and Syft production system","A two-stage framework that uses coordinated agents to construct a reusable retrieval tree offline, then performs lightweight daily subtree selection online without further agentic reasoning.",not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Learning Whom to Trust: Market-Feedback Adaptive Retrieval for Frozen LLMs in Event-Driven Financial RAG,"For each company-news anchor, the system retrieves related financial news and SEC filing passages, appends a pre-decision market-context card, and predicts multi-horizon residual-return signals using a frozen LLM read...",medium,"89-stock Nasdaq-oriented universe from FinRL-DeepSeek/FNSPID task, using original FNSPID news and point-in-time EDGAR filing passages.",Keeping the LLM reader frozen and adapting the retrieval layer through an external Bayesian source memory updated from matured residual-return feedback.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Domain-Specific RAG Applications
Retriever Portfolios: A Principled Approach to Adaptive RAG,A portfolio construction algorithm with near-optimal guarantees that formalizes the expected best-of-k objective over the query distribution,medium,multiple QA benchmarks,Automatically selecting a diverse subset of retrievers from a large candidate pool to cover different regions of the target query distribution,not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
"Beyond Static Dialogues: Benchmarking Realistic, Heterogeneous, and Evolving Long-Term Memory","Construction of realistic dialogues across diverse scenarios using meticulously crafted user profiles and a LOOP module, integrated with heterogeneous external sources synchronized with user temporal events.",low,"RHELM benchmark with challenging question-answer pairs spanning seven inquiry types, mapping to 27 critical memory characteristics.","Introducing RHELM (Realistic, Heterogeneous, and Evolving Long-term Memory) with user profiles and a LOOP (pLan-rOllout-evOlve-Prune) module to create realistic dialogues with temporal evolution and long-term coherence.",Not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Evaluation, Benchmarks, and Diagnostics"
Fighting Numerical Hallucinations via Data-centric Compilation for Online Financial QA,"Data-centric Reasoning Compiler (DCRC) framework with three phases: adversarial data construction, multi-stage training with DSA, and compile-and-execute inference process.",high,offline benchmarks and a real-world online financial QA system,"A data-centric paradigm through the Data-centric Reasoning Compiler (DCRC) framework that operates through adversarial data construction, multi-stage training with a Data-centric Structuring Agent (DSA), and compile-a...",unknown,partly,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
MoG: Mixture of Experts for Graph-based Retrieval-Augmented Generation,"MoG (Mixture of Experts for Graph-based Retrieval-Augmented Generation), which uses hub graphs to identify general evidence and derive contextual clues, then activates expert graphs based on the query.",medium,MuSiQue benchmark,"Organizing knowledge into diverse hub graphs and sparsely activated expert graphs, using a topology-aware router to dynamically activate a limited set of expert graphs conditioned on the query.",unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Reading Between the Citations: A Typed Claim Network for Scientific Literature,"A construction pipeline applicable to any corpus of scholarly inter-referencing documents, producing a network of typed claims.",medium,"A corpus of 127 papers in 3D point cloud semantic segmentation, producing a network of 8,260 typed claims.","Claim network: a representational pattern where cross-document references are reified as typed claims with source, target, claim text, and four-class stance label.",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Core Retrieval and Ranking Methods
On the impact of retrieved content representations in RAG Pipelines,"Controlled comparison where retrieval is fixed while varying the representation of retrieved documents, comparing an original baseline against thirteen transformations spanning selection, summarization, and reformulat...",medium,unknown,"Answer retention is the primary determinant of generator accuracy in RAG pipelines; when retention is high, a representation's wording, structure, length, and query-dependence have limited effect.",unknown,unknown,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Semantic Motion Anchors: Bridging Motion and Meaning in Co-Speech Gestures,"Discretizing 3D gestures into body-hand motion primitives, verbalizing them into structured descriptions, and grounding them in the transcript to provide auxiliary contrastive supervision.",medium,BEAT2,"Semantic motion anchors, natural-language abstractions of gesture motion that capture physical form and communicative intent.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
CanLegalRAGBench: Evaluating Retrieval-Augmented Generation on Canadian Case Law,"Introduction of CanLegalRAGBench benchmark, evaluation of retrieval performance and generated answers against expert-annotated answers.",medium,Canadian legal QA benchmark based on realistic queries and expert-annotated answers grounded in case law.,"Development of CanLegalRAGBench, a Canadian legal QA benchmark based on realistic queries and expert-annotated answers grounded in case law.","Retrieval performance is sensitive to design choices, automatic evaluations penalize systems for retrieving alternative relevant documents, and generated answers often diverge from gold responses with hallucinations o...",yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
"Statistical Embeddings for Similarity, Retrieval, and Interpretable Alignment of Numeric Tabular Datasets","Use structured exploratory data analysis descriptors, embed them with a pretrained sentence transformer, quantify similarity with CCA, apply penalized CCA for sparse interpretable variable-level correspondences, and o...",medium,"15 datasets spanning general-purpose benchmarks, materials informatics, and nuclear-grade graphite characterization.","Characterize numeric tabular datasets through structured exploratory data analysis descriptors, embed those descriptors into a shared vector space using a pretrained sentence transformer, and quantify cross-dataset si...",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
LexPath: A domain-oriented multi-path framework for legal article retrieval,A framework with two retrieval paths (IRAC-guided sparse path and structure-guided dense path) and an intent-aware reranking module.,medium,Two publicly available benchmarks focusing on general-public queries and a self-constructed benchmark targeting domain-professional scenarios.,A domain-oriented multi-path framework comprising a multi-path retrieval module and an intent-aware reranking module.,Unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
"Protocol for evaluating ChatGPT in biomedical association generation and verification using a RAG-enabled, cross-model majority voting workflow","a protocol including association generation, entity validation using biomedical ontologies, literature verification, self-consistency strategy, and a RAG-enabled workflow using open-source LLMs for semantic verification",low,"biomedical domain, disease-centric associations",using a protocol with self-consistency strategy and RAG-enabled semantic verification to establish truth over LLM-generated content and expose hallucination,unknown,partly,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Evaluation, Benchmarks, and Diagnostics"
Dial HEALTHDIAL for Advice: A Multilingual and Multi-Parallel Spoken Dialogue Dataset for Knowledge-Grounded Information Seeking,"Creating a dataset of 6,000 information-seeking dialogues grounded in trusted content from the WHO and 163 hours of user speech recorded from native speakers across four languages.",high,"HEALTHDIAL dataset with 6,000 dialogues and 163 hours of user speech across Arabic, Chinese, English, and Spanish","Introducing HEALTHDIAL, a large-scale, multilingual, and multi-parallel dataset for developing and evaluating retrieval-augmented generation (RAG)-based spoken dialogue systems.",unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
RAISE: RAG Design as an Architecture Search Problem,"The RAG Intelligence Search Engine (RAISE), a comprehensive framework and benchmark for RAG hyperparameter optimization, which evaluates optimization methods for RAG pipelines under standardized search spaces and budg...",high,seven public text and multimodal datasets,The challenge of configuring RAG systems is best formulated as RAG architecture search.,not specified,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Adapting Multilingual Embedding Models to Turkish via Cross-Lingual Tokenizer Surgery and Offline Distillation,"Three-stage adaptation pipeline: (1) construct Turkish-optimized multilingual tokenizer by pruning and incorporating tokens, (2) clone teacher model while preserving backbone weights, (3) perform offline embedding dis...",medium,"40-language Wikipedia corpus, STSbTR, TR-MTEB (26 tasks)",A three-stage adaptation pipeline to create a Turkish-focused sentence embedding model with improved efficiency and performance,not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Uncertainty Quantification for Multimodal Retrieval Augmented Generation,"LeMUQ, a Learnable Multimodal UQ method that analyzes token probabilities under input modifications, such as removing modalities or retrieved context, and encodes these signals as probability tokens processed with a f...",medium,unknown,Modeling uncertainty using multimodal and retrieval-aware probability signals improves estimation in multimodal RAG systems.,unknown,unknown,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
CRITIC-R1: Learning Structured Critics for Retrieval-Augmented Generation,"CRITIC-R1, a structured critic framework that categorizes RAG errors into multiple diagnostic dimensions (verdict, error location, reasoning analysis, and fix generation) and uses two reward functions (Conservative Ju...",medium,five QA benchmarks,Formulating and learning RAG critique as an explicit error diagnosis problem using reinforcement learning with structured diagnostic dimensions.,unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
Teaching Language Models to Check Grounded Claim Factuality with Human Test-Taking Strategies,"Prompting LLMs with explicit test-taking strategies, and training small language models (SLMs) using supervised fine-tuning (SFT) and a self-revision mechanism to replace LLMs in the checking pipeline.",high,two factuality benchmarks,Formulating grounded claim factuality checking as a true/false reading comprehension task and prompting LLMs with explicit test-taking strategies for efficient reasoning.,unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
HiKEY: Hierarchical Multimodal Retrieval for Open-Domain Document Question Answering,"Hierarchical tree-based multimodal retrieval framework that reconstructs a logical heterogeneous graph via Document Hierarchical Parsing (DHP), adopting a hierarchical coarse-to-fine strategy with global routing and f...",medium,ODQA benchmarks,"HiKEY, a hierarchical tree-based multimodal retrieval framework that elevates document hierarchy to a first-class retrieval signal",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
CogniVerse: Revolutionizing Multi-Modal Retrieval-Augmented Generation with Cognitive Reflection and Geometric Reasoning,"CogniVerse, a novel MMRAG framework with (1) a Cognitive Reflection Module that dynamically assesses retrieval necessity, (2) a Multi-modal Retrieval Module that aligns embeddings in a Riemannian manifold and refines...",medium,unknown,"A cognitive-inspired, mathematically rigorous MMRAG framework that integrates three components: Cognitive Reflection Module, Multi-modal Retrieval Module, and Hierarchical Generation Module",unknown,unknown,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
K-FinHallu: A Hallucination Detection Benchmark for Multi-Turn RAG in Korean Finance,Construction of multi-turn dialogues from authentic Korean financial documents and injection of hallucinations under a hierarchical taxonomy based on context answerability that accounts for justified abstention.,high,"Korean financial documents, multi-turn dialogues","Development of K-FinHallu, the first benchmark specifically for hallucination detection in multi-turn Korean financial RAG systems.",Justified abstention remains the weakest axis across all evaluated models,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Evaluation, Benchmarks, and Diagnostics"
The Curse of Helpfulness: Inverse Scaling Law in Robustness to Distractor Instructions via DistractionIF,"Introduction of DistractionIF benchmark, perplexity analysis, and application of Group Relative Policy Optimization (GRPO) reinforcement learning to restore robustness.",high,DistractionIF benchmark,"Larger models show reduced robustness to distractor instructions in reference text, with performance decreasing as model scale increases.",unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Evaluation, Benchmarks, and Diagnostics"
"Inform, Coach, Relate, Listen: Auditing LLM Caregiving Support Roles","Operationalized four expert-reviewed support roles (Inform, Coach, Relate, and Listen) and compared them against two baseline controls (basic prompting and retrieval-augmented generation/RAG condition) across three la...",medium,"5,000 real-world queries from online Alzheimer's Disease and Related Dementias (ADRD) communities","The LLM's support role systematically shapes both the prevalence and composition of interactional risks, and there's a perceived quality-safety tension where more directive roles are rated as more helpful despite elev...",unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
"The EPS Research Astro-RAG Platform: A Unified Open-Science Infrastructure for Cross-Epoch Astrophysical Kinematic Analysis, LLM-Assisted Research Workflows, and Educational Outreach",Development of the EPS Research Astro-RAG Platform (v1.0) with four machine-readable astrophysical corpora and Jupyter notebook examples,medium,"Four corpora: Unified HI Rotation Curve Corpus v7.0 (438 objects), Dwarf/Irregular HI Corpus v1.0 (129 objects), GC Corpus v1.3.1 (174 objects), and High-z Kinematic Corpus Z1 (31 objects)","Creating a unified open-science infrastructure with machine-readable corpora and Jupyter notebook examples connecting HI 21cm rotation curves, Milky Way globular cluster dynamics, and high-redshift ALMA [CII] morpho-k...",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Better Later Than Sooner: Neuro-Symbolic Knowledge Graph Construction via Ontology-grounded Post-extraction Correction,"A neuro-symbolic framework for KG construction with three components: open-domain extraction, embedding-based canonicalization of types and predicates, and targeted LLM-based correction of ontology violations deferred...",medium,unknown,"A neuro-symbolic framework for ontology-grounded KG construction combining open-domain extraction, embedding-based canonicalization of types and predicates, and targeted LLM-based correction of ontology violations in...",unknown,unknown,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
"Same Question, Different Source, Different Answer: Auditing Source-Dependence in Medical Multi-Source RAG","They introduce TransplantQA (a benchmark of real patient questions answered by grounding generation in multiple institutional handbooks), HERO-QA (a hierarchical retrieval strategy that grounds and audits each answer)...",medium,"TransplantQA (benchmark of real patient questions), medical institutional corpus, legal and educational RAG","Source-dependence is a missing axis of NLP evaluation, and auditing it means shifting the unit of evaluation from answer correctness to the inter-source relationship.",Not explicitly mentioned,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
GraphSteal: Structural Knowledge Stealing from Graph RAG via Traversal Reconstruction,A structure-oriented reconstruction framework that includes Depth-Wise Heuristic Search (extracts node attributes by recursively expanding entity-centered evidence) and Breadth-Wise Diffusion Search (infers graph topo...,medium,Experiments conducted on generic and healthcare scenarios.,"Graph RAG systems can be turned into structural oracles through adaptive black-box interactions, allowing adversaries to elicit relational evidence and reconstruct substantial portions of the hidden knowledge graph.","Existing guardrails provide limited defense against this attack, highlighting the inherent difficulty of safeguarding structural privacy in Graph RAG pipelines.",yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Adaptive Multimodal Agents-Based Framework for Automatic Workflow Execution,"Two-phase pipeline with offline discovery phase constructing topological knowledge base from fragmented execution logs, and inference phase using Adaptive Retrieval-Augmented Generation over the pre-established graph...",high,Real-world context,"A multimodal multi-agent framework that achieves automatic workflow execution through a two-phase pipeline: offline discovery phase that constructs a topological knowledge base, and inference phase that uses Adaptive...",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Agentic and Multi-Agent RAG
